$$Code$ParentProduct.StockKeepingUnit,Code,Description,MaxBundleComponents,MinBundleComponents,Name,ParentGroup.$$Code$ParentProduct.StockKeepingUnit,ParentProduct.StockKeepingUnit,Sequence
PCG-QB-SRV-NIC-GEN4281;QB-BDL-R750-GEN4281,PCG-QB-SRV-NIC-GEN4281,,1,1,Network Adapter,,QB-BDL-R750-GEN4281,4
PCG-QB-SRV-RAM-GEN4281;QB-BDL-R750-GEN4281,PCG-QB-SRV-RAM-GEN4281,,1,1,Memory Capacity,,QB-BDL-R750-GEN4281,2
PCG-QB-PS-ENGRESOURCES-GEN4283;QB-BDL-SRVC-GEN4283,PCG-QB-PS-ENGRESOURCES-GEN4283,,,,Engineering Resources,,QB-BDL-SRVC-GEN4283,1
PCG-QB-PS-PM-GEN4283;QB-BDL-SRVC-GEN4283,PCG-QB-PS-PM-GEN4283,,,,Project Management,,QB-BDL-SRVC-GEN4283,2
PCG-QB-PS-SA-GEN4283;QB-BDL-SRVC-GEN4283,PCG-QB-PS-SA-GEN4283,,,,Solution Architecture,,QB-BDL-SRVC-GEN4283,3
PCG-QBSTARTER-MAINT-GEN4284;QB-BDL-STND-GEN4284,PCG-QBSTARTER-MAINT-GEN4284,,1,1,Maintenance,,QB-BDL-STND-GEN4284,20
PCG-QBSTARTER-TRAINING-GEN4284;QB-BDL-STND-GEN4284,PCG-QBSTARTER-TRAINING-GEN4284,,1,1,Training,,QB-BDL-STND-GEN4284,10
PCG-QB-MAINT-GEN4310;QB-COMPLETE-GEN4310,PCG-QB-MAINT-GEN4310,,,,Maintenance & Support,,QB-COMPLETE-GEN4310,40
PCG-QB-SERVICES-GEN4310;QB-COMPLETE-GEN4310,PCG-QB-SERVICES-GEN4310,,,,Services,,QB-COMPLETE-GEN4310,30
PCG-QB-SOFTWARE-GEN4310;QB-COMPLETE-GEN4310,PCG-QB-SOFTWARE-GEN4310,,,,Software,,QB-COMPLETE-GEN4310,10
PCG-QB-TRAINING-GEN4310;QB-COMPLETE-GEN4310,PCG-QB-TRAINING-GEN4310,,,,Training,,QB-COMPLETE-GEN4310,20
QB-PCG-USAGE-GEN4310;QB-COMPLETE-GEN4310,QB-PCG-USAGE-GEN4310,,,,Consumption,,QB-COMPLETE-GEN4310,15
Computing-GEN4389;QB-QRack-750-GEN4389,Computing-GEN4389,,,,Computing,,QB-QRack-750-GEN4389,1
Cooling-GEN4389;QB-QRack-750-GEN4389,Cooling-GEN4389,,2,1,Cooling,Computing-GEN4389;QB-QRack-750-GEN4389,QB-QRack-750-GEN4389,2
GPUs-GEN4389;QB-QRack-750-GEN4389,GPUs-GEN4389,,,,GPUs,PCIe-GEN4389;QB-QRack-750-GEN4389,QB-QRack-750-GEN4389,1
Hard Drives-GEN4389;QB-QRack-750-GEN4389,Hard Drives-GEN4389,,,,Hard Drives,Storage-GEN4389;QB-QRack-750-GEN4389,QB-QRack-750-GEN4389,1
I/O-GEN4389;QB-QRack-750-GEN4389,I/O-GEN4389,,,,I/O,PCIe-GEN4389;QB-QRack-750-GEN4389,QB-QRack-750-GEN4389,2
Memory-GEN4389;QB-QRack-750-GEN4389,Memory-GEN4389,,,,Memory,,QB-QRack-750-GEN4389,2
Networking-GEN4389;QB-QRack-750-GEN4389,Networking-GEN4389,,,,Networking,PCIe-GEN4389;QB-QRack-750-GEN4389,QB-QRack-750-GEN4389,3
PCIe-GEN4389;QB-QRack-750-GEN4389,PCIe-GEN4389,,,,PCIe,,QB-QRack-750-GEN4389,4
Power Supply-GEN4389;QB-QRack-750-GEN4389,Power Supply-GEN4389,,,,Power Supply,,QB-QRack-750-GEN4389,5
Processor-GEN4389;QB-QRack-750-GEN4389,Processor-GEN4389,,2,1,Processor,Computing-GEN4389;QB-QRack-750-GEN4389,QB-QRack-750-GEN4389,1
Solid State Drives-GEN4389;QB-QRack-750-GEN4389,Solid State Drives-GEN4389,,4,0,Solid State Drives,Storage-GEN4389;QB-QRack-750-GEN4389,QB-QRack-750-GEN4389,2
Storage-GEN4389;QB-QRack-750-GEN4389,Storage-GEN4389,,,,Storage,,QB-QRack-750-GEN4389,3
PCG-QB-SRV-CPU-GEN4445;QB-BDL-R750-GEN4445,PCG-QB-SRV-CPU-GEN4445,,1,1,Processor,,QB-BDL-R750-GEN4445,1
PCG-QB-SRV-HDD-GEN4445;QB-BDL-R750-GEN4445,PCG-QB-SRV-HDD-GEN4445,,1,1,Hard Drive,,QB-BDL-R750-GEN4445,3
PCG-QB-SRV-NIC-GEN4445;QB-BDL-R750-GEN4445,PCG-QB-SRV-NIC-GEN4445,,1,1,Network Adapter,,QB-BDL-R750-GEN4445,4
PCG-QB-SRV-RAM-GEN4445;QB-BDL-R750-GEN4445,PCG-QB-SRV-RAM-GEN4445,,1,1,Memory Capacity,,QB-BDL-R750-GEN4445,2
PCG-QB-PS-ENGRESOURCES-GEN4447;QB-BDL-SRVC-GEN4447,PCG-QB-PS-ENGRESOURCES-GEN4447,,,,Engineering Resources,,QB-BDL-SRVC-GEN4447,1
PCG-QB-PS-PM-GEN4447;QB-BDL-SRVC-GEN4447,PCG-QB-PS-PM-GEN4447,,,,Project Management,,QB-BDL-SRVC-GEN4447,2
PCG-QB-PS-SA-GEN4447;QB-BDL-SRVC-GEN4447,PCG-QB-PS-SA-GEN4447,,,,Solution Architecture,,QB-BDL-SRVC-GEN4447,3
PCG-QBSTARTER-MAINT-GEN4448;QB-BDL-STND-GEN4448,PCG-QBSTARTER-MAINT-GEN4448,,1,1,Maintenance,,QB-BDL-STND-GEN4448,20
PCG-QBSTARTER-TRAINING-GEN4448;QB-BDL-STND-GEN4448,PCG-QBSTARTER-TRAINING-GEN4448,,1,1,Training,,QB-BDL-STND-GEN4448,10
PCG-QB-MAINT-GEN4474;QB-COMPLETE-GEN4474,PCG-QB-MAINT-GEN4474,,,,Maintenance & Support,,QB-COMPLETE-GEN4474,40
PCG-QB-SERVICES-GEN4474;QB-COMPLETE-GEN4474,PCG-QB-SERVICES-GEN4474,,,,Services,,QB-COMPLETE-GEN4474,30
PCG-QB-SOFTWARE-GEN4474;QB-COMPLETE-GEN4474,PCG-QB-SOFTWARE-GEN4474,,,,Software,,QB-COMPLETE-GEN4474,10
PCG-QB-TRAINING-GEN4474;QB-COMPLETE-GEN4474,PCG-QB-TRAINING-GEN4474,,,,Training,,QB-COMPLETE-GEN4474,20
QB-PCG-USAGE-GEN4474;QB-COMPLETE-GEN4474,QB-PCG-USAGE-GEN4474,,,,Consumption,,QB-COMPLETE-GEN4474,15
Computing-GEN4553;QB-QRack-750-GEN4553,Computing-GEN4553,,,,Computing,,QB-QRack-750-GEN4553,1
Cooling-GEN4553;QB-QRack-750-GEN4553,Cooling-GEN4553,,2,1,Cooling,Computing-GEN4553;QB-QRack-750-GEN4553,QB-QRack-750-GEN4553,2
GPUs-GEN4553;QB-QRack-750-GEN4553,GPUs-GEN4553,,,,GPUs,PCIe-GEN4553;QB-QRack-750-GEN4553,QB-QRack-750-GEN4553,1
Hard Drives-GEN4553;QB-QRack-750-GEN4553,Hard Drives-GEN4553,,,,Hard Drives,Storage-GEN4553;QB-QRack-750-GEN4553,QB-QRack-750-GEN4553,1
I/O-GEN4553;QB-QRack-750-GEN4553,I/O-GEN4553,,,,I/O,PCIe-GEN4553;QB-QRack-750-GEN4553,QB-QRack-750-GEN4553,2
Memory-GEN4553;QB-QRack-750-GEN4553,Memory-GEN4553,,,,Memory,,QB-QRack-750-GEN4553,2
Networking-GEN4553;QB-QRack-750-GEN4553,Networking-GEN4553,,,,Networking,PCIe-GEN4553;QB-QRack-750-GEN4553,QB-QRack-750-GEN4553,3
PCIe-GEN4553;QB-QRack-750-GEN4553,PCIe-GEN4553,,,,PCIe,,QB-QRack-750-GEN4553,4
Power Supply-GEN4553;QB-QRack-750-GEN4553,Power Supply-GEN4553,,,,Power Supply,,QB-QRack-750-GEN4553,5
Processor-GEN4553;QB-QRack-750-GEN4553,Processor-GEN4553,,2,1,Processor,Computing-GEN4553;QB-QRack-750-GEN4553,QB-QRack-750-GEN4553,1
Solid State Drives-GEN4553;QB-QRack-750-GEN4553,Solid State Drives-GEN4553,,4,0,Solid State Drives,Storage-GEN4553;QB-QRack-750-GEN4553,QB-QRack-750-GEN4553,2
Storage-GEN4553;QB-QRack-750-GEN4553,Storage-GEN4553,,,,Storage,,QB-QRack-750-GEN4553,3
PCG-QB-SRV-CPU-GEN4609;QB-BDL-R750-GEN4609,PCG-QB-SRV-CPU-GEN4609,,1,1,Processor,,QB-BDL-R750-GEN4609,1
PCG-QB-SRV-HDD-GEN4609;QB-BDL-R750-GEN4609,PCG-QB-SRV-HDD-GEN4609,,1,1,Hard Drive,,QB-BDL-R750-GEN4609,3
PCG-QB-SRV-NIC-GEN4609;QB-BDL-R750-GEN4609,PCG-QB-SRV-NIC-GEN4609,,1,1,Network Adapter,,QB-BDL-R750-GEN4609,4
PCG-QB-SRV-RAM-GEN4609;QB-BDL-R750-GEN4609,PCG-QB-SRV-RAM-GEN4609,,1,1,Memory Capacity,,QB-BDL-R750-GEN4609,2
PCG-QB-PS-ENGRESOURCES-GEN4611;QB-BDL-SRVC-GEN4611,PCG-QB-PS-ENGRESOURCES-GEN4611,,,,Engineering Resources,,QB-BDL-SRVC-GEN4611,1
PCG-QB-PS-PM-GEN4611;QB-BDL-SRVC-GEN4611,PCG-QB-PS-PM-GEN4611,,,,Project Management,,QB-BDL-SRVC-GEN4611,2
PCG-QB-PS-SA-GEN4611;QB-BDL-SRVC-GEN4611,PCG-QB-PS-SA-GEN4611,,,,Solution Architecture,,QB-BDL-SRVC-GEN4611,3
PCG-QBSTARTER-MAINT-GEN4612;QB-BDL-STND-GEN4612,PCG-QBSTARTER-MAINT-GEN4612,,1,1,Maintenance,,QB-BDL-STND-GEN4612,20
PCG-QBSTARTER-TRAINING-GEN4612;QB-BDL-STND-GEN4612,PCG-QBSTARTER-TRAINING-GEN4612,,1,1,Training,,QB-BDL-STND-GEN4612,10
PCG-QB-MAINT-GEN4638;QB-COMPLETE-GEN4638,PCG-QB-MAINT-GEN4638,,,,Maintenance & Support,,QB-COMPLETE-GEN4638,40
PCG-QB-SERVICES-GEN4638;QB-COMPLETE-GEN4638,PCG-QB-SERVICES-GEN4638,,,,Services,,QB-COMPLETE-GEN4638,30
PCG-QB-SOFTWARE-GEN4638;QB-COMPLETE-GEN4638,PCG-QB-SOFTWARE-GEN4638,,,,Software,,QB-COMPLETE-GEN4638,10
PCG-QB-TRAINING-GEN4638;QB-COMPLETE-GEN4638,PCG-QB-TRAINING-GEN4638,,,,Training,,QB-COMPLETE-GEN4638,20
QB-PCG-USAGE-GEN4638;QB-COMPLETE-GEN4638,QB-PCG-USAGE-GEN4638,,,,Consumption,,QB-COMPLETE-GEN4638,15
Computing-GEN4717;QB-QRack-750-GEN4717,Computing-GEN4717,,,,Computing,,QB-QRack-750-GEN4717,1
Cooling-GEN4717;QB-QRack-750-GEN4717,Cooling-GEN4717,,2,1,Cooling,Computing-GEN4717;QB-QRack-750-GEN4717,QB-QRack-750-GEN4717,2
GPUs-GEN4717;QB-QRack-750-GEN4717,GPUs-GEN4717,,,,GPUs,PCIe-GEN4717;QB-QRack-750-GEN4717,QB-QRack-750-GEN4717,1
Hard Drives-GEN4717;QB-QRack-750-GEN4717,Hard Drives-GEN4717,,,,Hard Drives,Storage-GEN4717;QB-QRack-750-GEN4717,QB-QRack-750-GEN4717,1
I/O-GEN4717;QB-QRack-750-GEN4717,I/O-GEN4717,,,,I/O,PCIe-GEN4717;QB-QRack-750-GEN4717,QB-QRack-750-GEN4717,2
Memory-GEN4717;QB-QRack-750-GEN4717,Memory-GEN4717,,,,Memory,,QB-QRack-750-GEN4717,2
Networking-GEN4717;QB-QRack-750-GEN4717,Networking-GEN4717,,,,Networking,PCIe-GEN4717;QB-QRack-750-GEN4717,QB-QRack-750-GEN4717,3
PCIe-GEN4717;QB-QRack-750-GEN4717,PCIe-GEN4717,,,,PCIe,,QB-QRack-750-GEN4717,4
Power Supply-GEN4717;QB-QRack-750-GEN4717,Power Supply-GEN4717,,,,Power Supply,,QB-QRack-750-GEN4717,5
Processor-GEN4717;QB-QRack-750-GEN4717,Processor-GEN4717,,2,1,Processor,Computing-GEN4717;QB-QRack-750-GEN4717,QB-QRack-750-GEN4717,1
Solid State Drives-GEN4717;QB-QRack-750-GEN4717,Solid State Drives-GEN4717,,4,0,Solid State Drives,Storage-GEN4717;QB-QRack-750-GEN4717,QB-QRack-750-GEN4717,2
Storage-GEN4717;QB-QRack-750-GEN4717,Storage-GEN4717,,,,Storage,,QB-QRack-750-GEN4717,3
PCG-QB-SRV-CPU-GEN4773;QB-BDL-R750-GEN4773,PCG-QB-SRV-CPU-GEN4773,,1,1,Processor,,QB-BDL-R750-GEN4773,1
PCG-QB-SRV-HDD-GEN4773;QB-BDL-R750-GEN4773,PCG-QB-SRV-HDD-GEN4773,,1,1,Hard Drive,,QB-BDL-R750-GEN4773,3
PCG-QB-SRV-NIC-GEN4773;QB-BDL-R750-GEN4773,PCG-QB-SRV-NIC-GEN4773,,1,1,Network Adapter,,QB-BDL-R750-GEN4773,4
PCG-QB-SRV-RAM-GEN4773;QB-BDL-R750-GEN4773,PCG-QB-SRV-RAM-GEN4773,,1,1,Memory Capacity,,QB-BDL-R750-GEN4773,2
PCG-QB-PS-ENGRESOURCES-GEN4775;QB-BDL-SRVC-GEN4775,PCG-QB-PS-ENGRESOURCES-GEN4775,,,,Engineering Resources,,QB-BDL-SRVC-GEN4775,1
PCG-QB-PS-PM-GEN4775;QB-BDL-SRVC-GEN4775,PCG-QB-PS-PM-GEN4775,,,,Project Management,,QB-BDL-SRVC-GEN4775,2
PCG-QB-PS-SA-GEN4775;QB-BDL-SRVC-GEN4775,PCG-QB-PS-SA-GEN4775,,,,Solution Architecture,,QB-BDL-SRVC-GEN4775,3
PCG-QBSTARTER-MAINT-GEN4776;QB-BDL-STND-GEN4776,PCG-QBSTARTER-MAINT-GEN4776,,1,1,Maintenance,,QB-BDL-STND-GEN4776,20
PCG-QBSTARTER-TRAINING-GEN4776;QB-BDL-STND-GEN4776,PCG-QBSTARTER-TRAINING-GEN4776,,1,1,Training,,QB-BDL-STND-GEN4776,10
PCG-QB-MAINT-GEN4802;QB-COMPLETE-GEN4802,PCG-QB-MAINT-GEN4802,,,,Maintenance & Support,,QB-COMPLETE-GEN4802,40
PCG-QB-SERVICES-GEN4802;QB-COMPLETE-GEN4802,PCG-QB-SERVICES-GEN4802,,,,Services,,QB-COMPLETE-GEN4802,30
PCG-QB-SOFTWARE-GEN4802;QB-COMPLETE-GEN4802,PCG-QB-SOFTWARE-GEN4802,,,,Software,,QB-COMPLETE-GEN4802,10
PCG-QB-TRAINING-GEN4802;QB-COMPLETE-GEN4802,PCG-QB-TRAINING-GEN4802,,,,Training,,QB-COMPLETE-GEN4802,20
QB-PCG-USAGE-GEN4802;QB-COMPLETE-GEN4802,QB-PCG-USAGE-GEN4802,,,,Consumption,,QB-COMPLETE-GEN4802,15
Computing-GEN4881;QB-QRack-750-GEN4881,Computing-GEN4881,,,,Computing,,QB-QRack-750-GEN4881,1
Cooling-GEN4881;QB-QRack-750-GEN4881,Cooling-GEN4881,,2,1,Cooling,Computing-GEN4881;QB-QRack-750-GEN4881,QB-QRack-750-GEN4881,2
GPUs-GEN4881;QB-QRack-750-GEN4881,GPUs-GEN4881,,,,GPUs,PCIe-GEN4881;QB-QRack-750-GEN4881,QB-QRack-750-GEN4881,1
Hard Drives-GEN4881;QB-QRack-750-GEN4881,Hard Drives-GEN4881,,,,Hard Drives,Storage-GEN4881;QB-QRack-750-GEN4881,QB-QRack-750-GEN4881,1
I/O-GEN4881;QB-QRack-750-GEN4881,I/O-GEN4881,,,,I/O,PCIe-GEN4881;QB-QRack-750-GEN4881,QB-QRack-750-GEN4881,2
Memory-GEN4881;QB-QRack-750-GEN4881,Memory-GEN4881,,,,Memory,,QB-QRack-750-GEN4881,2
Networking-GEN4881;QB-QRack-750-GEN4881,Networking-GEN4881,,,,Networking,PCIe-GEN4881;QB-QRack-750-GEN4881,QB-QRack-750-GEN4881,3
PCIe-GEN4881;QB-QRack-750-GEN4881,PCIe-GEN4881,,,,PCIe,,QB-QRack-750-GEN4881,4
Power Supply-GEN4881;QB-QRack-750-GEN4881,Power Supply-GEN4881,,,,Power Supply,,QB-QRack-750-GEN4881,5
Processor-GEN4881;QB-QRack-750-GEN4881,Processor-GEN4881,,2,1,Processor,Computing-GEN4881;QB-QRack-750-GEN4881,QB-QRack-750-GEN4881,1
Solid State Drives-GEN4881;QB-QRack-750-GEN4881,Solid State Drives-GEN4881,,4,0,Solid State Drives,Storage-GEN4881;QB-QRack-750-GEN4881,QB-QRack-750-GEN4881,2
Storage-GEN4881;QB-QRack-750-GEN4881,Storage-GEN4881,,,,Storage,,QB-QRack-750-GEN4881,3
PCG-QB-SRV-CPU-GEN4937;QB-BDL-R750-GEN4937,PCG-QB-SRV-CPU-GEN4937,,1,1,Processor,,QB-BDL-R750-GEN4937,1
PCG-QB-SRV-HDD-GEN4937;QB-BDL-R750-GEN4937,PCG-QB-SRV-HDD-GEN4937,,1,1,Hard Drive,,QB-BDL-R750-GEN4937,3
PCG-QB-SRV-NIC-GEN4937;QB-BDL-R750-GEN4937,PCG-QB-SRV-NIC-GEN4937,,1,1,Network Adapter,,QB-BDL-R750-GEN4937,4
PCG-QB-SRV-RAM-GEN4937;QB-BDL-R750-GEN4937,PCG-QB-SRV-RAM-GEN4937,,1,1,Memory Capacity,,QB-BDL-R750-GEN4937,2
PCG-QB-PS-ENGRESOURCES-GEN4939;QB-BDL-SRVC-GEN4939,PCG-QB-PS-ENGRESOURCES-GEN4939,,,,Engineering Resources,,QB-BDL-SRVC-GEN4939,1
PCG-QB-PS-PM-GEN4939;QB-BDL-SRVC-GEN4939,PCG-QB-PS-PM-GEN4939,,,,Project Management,,QB-BDL-SRVC-GEN4939,2
PCG-QB-PS-SA-GEN4939;QB-BDL-SRVC-GEN4939,PCG-QB-PS-SA-GEN4939,,,,Solution Architecture,,QB-BDL-SRVC-GEN4939,3
PCG-QBSTARTER-MAINT-GEN4940;QB-BDL-STND-GEN4940,PCG-QBSTARTER-MAINT-GEN4940,,1,1,Maintenance,,QB-BDL-STND-GEN4940,20
PCG-QBSTARTER-TRAINING-GEN4940;QB-BDL-STND-GEN4940,PCG-QBSTARTER-TRAINING-GEN4940,,1,1,Training,,QB-BDL-STND-GEN4940,10
PCG-QB-MAINT-GEN4966;QB-COMPLETE-GEN4966,PCG-QB-MAINT-GEN4966,,,,Maintenance & Support,,QB-COMPLETE-GEN4966,40
PCG-QB-SERVICES-GEN4966;QB-COMPLETE-GEN4966,PCG-QB-SERVICES-GEN4966,,,,Services,,QB-COMPLETE-GEN4966,30
PCG-QB-SOFTWARE-GEN4966;QB-COMPLETE-GEN4966,PCG-QB-SOFTWARE-GEN4966,,,,Software,,QB-COMPLETE-GEN4966,10
PCG-QB-TRAINING-GEN4966;QB-COMPLETE-GEN4966,PCG-QB-TRAINING-GEN4966,,,,Training,,QB-COMPLETE-GEN4966,20
QB-PCG-USAGE-GEN4966;QB-COMPLETE-GEN4966,QB-PCG-USAGE-GEN4966,,,,Consumption,,QB-COMPLETE-GEN4966,15
